suite,case_id,tool,num_work_runs,storm_extra_args,property,horizon,constants,N,H,status,probability,elapsed_seconds,elapsed_std,error_message
weather-factory,n13-h1,storm.add,3,-tm --sylvan:threads 1,allStrike,1,,13,1,failed,,94.08134005899774,0.0,Exit code 1
weather-factory,n13-h2,storm.add,3,-tm --sylvan:threads 1,allStrike,2,,13,2,failed,,93.74132055399241,0.0,Exit code 1
