suite,case_id,tool,backend,dtype,num_work_runs,num_timed_runs,property,horizon,constants,N,H,status,probability,elapsed_seconds,work_seconds,work_std,load_seconds,compile_seconds,warmup_avg_seconds,measured_avg_seconds,compile_std,warmup_std,measured_std,error_message
meeting,n12-h1,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,1,,12,1,ok,0.0,11.327706384996418,1.3753026806516573,0.008982075460974839,0.00103968899929896,0.04692702265068268,1.3283756580009747,0.0010984379914589226,0.013716109090105183,0.0074389371393656315,0.0,
meeting,n12-h2,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,2,,12,2,ok,3.77965941e-13,11.143927843950223,1.3984154676824498,0.05686143396729901,0.0010106770205311477,0.05307058334195366,1.345344884340496,0.0014113539946265519,0.02199887171458716,0.03541519218324709,0.0,
meeting,n12-h3,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,3,,12,3,ok,5.64408061e-10,11.040177243005019,1.3596286943065934,0.0995739935196268,0.0010152330505661666,0.05357904600289961,1.3060496483036939,0.0017586080357432365,0.02511529914674701,0.08981937265580849,0.0,
meeting,n12-h4,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,4,,12,4,ok,3.53929147e-08,11.104203912022058,1.3618014650031303,0.0420588803306596,0.0011465270072221756,0.040061359332563974,1.3217401056705664,0.001943217997904867,0.0048721985289697685,0.04576376979507929,0.0,
meeting,n12-h5,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,5,,12,5,ok,5.78697873e-07,11.455550845013931,1.404114859974167,0.05575034399030337,0.0012510569649748504,0.0530895446621192,1.3510253153120477,0.0022689050529152155,0.010545565650107936,0.04530717358124367,0.0,
meeting,n12-h6,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,6,,12,6,ok,4.52868414e-06,11.464415611990262,1.3989940463216044,0.019688939015143833,0.001077770022675395,0.04463985632173717,1.3543541899998672,0.002631152980029583,0.011402733394562136,0.02720813566850344,0.0,
meeting,n12-h7,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,7,,12,7,ok,2.22879181e-05,11.065066954994109,1.300741091312375,0.060915015383985166,0.0012054920080117881,0.04611114732688293,1.254629943985492,0.0031593870371580124,0.009645281868501806,0.06719135433470169,0.0,
meeting,n12-h8,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,8,,12,8,ok,7.98876338e-05,11.181635015003849,1.3555255896838692,0.07508338243280592,0.0011370819993317127,0.05258792033419013,1.302937669349679,0.0033684620284475386,0.006412699549281001,0.08129088617451902,0.0,
meeting,n12-h9,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,9,,12,9,ok,0.00022772,10.930965759034734,1.375278893314923,0.021207263761060725,0.001098287000786513,0.05201595332861567,1.3232629399863072,0.0037142529617995024,0.016934087090846123,0.012917714575568935,0.0,
meeting,n12-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,12,10,ok,0.00054637,11.426633474999107,1.4118785840109922,0.015441356666178817,0.0010355960112065077,0.05599188734777272,1.3558866966632195,0.004049263021443039,0.007848589047363384,0.02314230827977602,0.0,
meeting,n12-h20,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,20,,12,20,ok,0.04173319,11.45975191303296,1.4155048299968864,0.03870381289800638,0.0010145290289074183,0.057669617662516735,1.3578352123343695,0.007647934020496905,0.013732805256620169,0.03723100556406297,0.0,
meeting,n12-h30,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,30,,12,30,ok,0.18475987,11.551112679997459,1.4157008810046439,0.06345516744783596,0.001194790005683899,0.05966386466752738,1.3560370163371165,0.011289867979940027,0.00711296595208977,0.06686025711307506,0.0,
meeting,n12-h40,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,40,,12,40,ok,0.36610229,11.227593350049574,1.4346740816448194,0.057242325915293504,0.0010447970125824213,0.04651651500413815,1.3881575666406814,0.01486846199259162,0.014665074755987327,0.06237174818580518,0.0,
meeting,n12-h50,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,50,,12,50,ok,0.52789884,11.394204434007406,1.402937612341096,0.022059523405011848,0.0010221610427834094,0.05613198333109418,1.346805629010002,0.018455451994668692,0.01981367011639509,0.009821257205449328,0.0,
meeting,n12-h60,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,60,,12,60,ok,0.65444029,11.39872129901778,1.4081059883271034,0.02954905802345933,0.001074071042239666,0.0502881453333733,1.35781784299373,0.0220127779757604,0.007921082838563008,0.03488937339107374,0.0,
meeting,n12-h70,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,70,,12,70,ok,0.74835072,11.569275259971619,1.4316711013476986,0.016026246022467133,0.0011969589977525175,0.05501739234508326,1.3766537090026152,0.025623603025451303,0.006997170754361738,0.009364276615431544,0.0,
meeting,n12-h80,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,80,,12,80,ok,0.81664084,11.424257358012255,1.4116022403080326,0.05199283568172699,0.0010217450326308608,0.04817734831400836,1.3634248919940244,0.02930042502703145,0.008001687609651567,0.052950637172822564,0.0,
meeting,n12-h90,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,90,,12,90,ok,0.8659926,11.314342833007686,1.430604484999397,0.02735412121523471,0.0011920830002054572,0.045951046010789774,1.3846534389886074,0.03284356999211013,0.005727769128733284,0.023151150967965654,0.0,
