suite,case_id,tool,backend,dtype,num_work_runs,num_timed_runs,property,horizon,constants,N,H,status,probability,elapsed_seconds,work_seconds,work_std,load_seconds,compile_seconds,warmup_avg_seconds,measured_avg_seconds,compile_std,warmup_std,measured_std,error_message
meeting,n2-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,2,10,ok,0.06325176,12.804530876048375,0.2879162116635901,0.0013404727796187774,0.01867240498540923,0.010447112668771297,0.2774690989948188,0.0004351200186647475,0.0014454736787659376,0.001747383177756578,0.0,
meeting,n3-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,3,10,ok,0.02354395,4.737316063023172,0.4230795753537677,0.02926322338153667,0.0005315029993653297,0.030231050681322813,0.3928485246724449,0.00037312600761651993,0.020731517973732762,0.010605840297198257,0.0,
meeting,n4-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,4,10,ok,0.01048039,5.091909253038466,0.4581935240227419,0.0018528059037816076,0.0005660459864884615,0.018708749014573794,0.43948477500816807,0.00046559300972148776,0.0024553329791726177,0.001996898270247751,0.0,
meeting,n5-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,5,10,ok,0.00538174,5.598535756987985,0.5739975493246069,0.025122871721018437,0.0006459910073317587,0.0206252076701882,0.5533723416544186,0.0007483469671569765,0.003157087552236079,0.028215920815266218,0.0,
meeting,n6-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,6,10,ok,0.00310551,6.141603366995696,0.6515511960024014,0.01982875810723092,0.0006462549790740013,0.026744852017145604,0.6248063439852558,0.000490264967083931,0.009059769444536177,0.027092451307669303,0.0,
meeting,n7-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,7,10,ok,0.00197379,6.739637746999506,0.6431993036918963,0.010615077861503197,0.0007645270088687539,0.029653747333213687,0.6135455563586826,0.0005189370131120086,0.006686221494171329,0.011006438653341975,0.0,
meeting,n8-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,8,10,ok,0.00135995,7.45038208400365,0.8050077273316371,0.060011026689124794,0.000861530948895961,0.04599641932873055,0.7590113080029065,0.0008543890435248613,0.011534345424897051,0.048669132259097726,0.0,
meeting,n9-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,9,10,ok,0.00100271,7.327130956982728,0.7573027843221402,0.0379109280951893,0.0009158760076388717,0.03195180567369486,0.7253509786484452,0.0007804459892213345,0.0066022534340387665,0.0425146083085396,0.0,
meeting,n10-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,10,10,ok,0.00078268,7.885423686995637,0.9058780679673267,0.06606956085562243,0.0009812330245040357,0.039892414992209524,0.8659856529751172,0.0009469270007684827,0.00439671638406392,0.06446842358259654,0.0,
meeting,n11-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,11,10,ok,0.00064093,9.328805131954141,1.1070351176701176,0.027132883637048008,0.0010885850060731173,0.041128430321502187,1.0659066873486154,0.0017042840481735766,0.0105951214609949,0.017231123989595424,0.0,
meeting,n12-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,goal,10,,12,10,ok,0.00054637,11.644970045017544,1.510965626007722,0.008689821586882586,0.0011722000199370086,0.06320456500786047,1.4477610609998617,0.004075271019246429,0.014311945046642762,0.019571477613894585,0.0,
