suite,case_id,tool,backend,dtype,num_work_runs,num_timed_runs,property,horizon,constants,N,H,status,probability,elapsed_seconds,work_seconds,work_std,load_seconds,compile_seconds,warmup_avg_seconds,measured_avg_seconds,compile_std,warmup_std,measured_std,error_message
weather-factory,n2-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,2,10,ok,0.18405894,5.455801019910723,0.5411889287255084,0.026288185593761677,0.000503903953358531,0.02023741304098318,0.5209515156845251,0.0004679319681599736,0.008281948223178483,0.01844196111647169,0.0,
weather-factory,n7-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,7,10,ok,6.76364387e-05,9.125663454993628,1.100848814394946,0.0041899163366432395,0.001073351944796741,0.03349336236715317,1.0673554520277928,0.0004872468998655677,0.009078513691688262,0.005816024468871438,0.0,
