suite,case_id,tool,num_work_runs,storm_extra_args,property,horizon,constants,N,H,status,probability,elapsed_seconds,elapsed_std,error_message
weather-factory,n2-h10,storm.spm,3,-tm --sylvan:threads 1,allStrike,10,,2,10,ok,0.1840589397,0.06842015695292503,0.01615202138971406,
weather-factory,n7-h10,storm.spm,3,-tm --sylvan:threads 1,allStrike,10,,7,10,ok,6.763643872e-05,0.10283589401903252,0.004271573417169771,
