suite,case_id,tool,storm_extra_args,num_trials,property,horizon,constants,N,H,status,probability,elapsed_seconds,error_message
meeting,n12-h1,storm.add,-tm --sylvan:threads 1,1,goal,1,,12,1,failed,,60.69914719089866,Exit code 1
meeting,n12-h2,storm.add,-tm --sylvan:threads 1,1,goal,2,,12,2,failed,,60.86297639505938,Exit code 1
