suite,case_id,tool,num_work_runs,storm_extra_args,property,horizon,constants,N,H,status,probability,elapsed_seconds,elapsed_std,error_message
meeting,n2-h10,storm.add,3,-tm --sylvan:threads 1,goal,10,,2,10,ok,0.0632517554,0.06892650535640617,0.001845632572810031,
meeting,n3-h10,storm.add,3,-tm --sylvan:threads 1,goal,10,,3,10,ok,0.02354395006,0.13661730801686645,0.0077921823238135315,
