suite,case_id,tool,backend,dtype,num_work_runs,num_timed_runs,property,horizon,constants,N,H,status,probability,elapsed_seconds,work_seconds,work_std,load_seconds,compile_seconds,warmup_avg_seconds,measured_avg_seconds,compile_std,warmup_std,measured_std,error_message
weather-factory,n2-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,2,10,ok,0.18405894,5.524680936010554,0.5154373183419617,0.02431413040593976,0.0005003020050935447,0.013398307317402214,0.5020390110245595,0.0004101090016774833,0.0023151165883333433,0.022077970041577737,0.0,
weather-factory,n7-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,7,10,ok,6.76364387e-05,8.72568155999761,0.9980123943532817,0.03521089709991559,0.0010495620081201196,0.031423537681500115,0.9665888566717816,0.0004837330197915435,0.004074197978531393,0.03317376885926331,0.0,
weather-factory,n8-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,8,10,ok,1.29886321e-05,10.16932705201907,1.2474087260003823,0.07360103152539416,0.0019583519897423685,0.047542513988446444,1.1998662120119359,0.0004820309695787728,0.004799028285790062,0.07804701446053762,0.0,
weather-factory,n9-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,9,10,ok,2.51855575e-06,10.151506765047088,1.223008552682586,0.058713158295479836,0.0014000569935888052,0.036049780009003975,1.186958772673582,0.0005100739654153585,0.006473394925012989,0.05811325351288198,0.0,
weather-factory,n10-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,10,10,ok,3.99354868e-07,11.44096148898825,1.4317591433258106,0.05968629522328165,0.0013399709714576602,0.03640702099073678,1.3953521223350738,0.0005824679974466562,0.005458663694494999,0.057568250721376425,0.0,
weather-factory,n11-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,11,10,ok,6.35366043e-08,12.211544385994785,1.5845624346596499,0.07884340998799115,0.001489610003773123,0.05151983866623292,1.533042595993417,0.0005895880167372525,0.0035985633565982006,0.07593879409797233,0.0,
weather-factory,n12-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,12,10,ok,1.01424389e-08,12.677965750044677,1.6740815676748753,0.050603445889962094,0.00160457898164168,0.04902109598818546,1.6250604716866899,0.0009247789857909083,0.0058365275437840805,0.04542275412398425,0.0,
weather-factory,n13-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,13,10,ok,1.6157878e-09,14.197173463995568,1.9328983879919786,0.0501908626164315,0.0017883850377984345,0.058082089332553245,1.8748162986594252,0.0008906330331228673,0.018109017669955884,0.03728043572678371,0.0,
weather-factory,n15-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,15,10,ok,4.12349044e-11,16.26059376000194,2.1757338016759604,0.1581817845275872,0.023254667001310736,0.0695325900063229,2.1062012116696374,0.0011937279487028718,0.0067075209997413615,0.1564276049334308,0.0,
weather-factory,n16-h10,tessa.jax-cuda-0,jax:cuda:0,float64,3,1,allStrike,10,,16,10,ok,6.32137892e-12,18.221736887004226,2.5265047030018954,0.06581211945351616,0.017896237026434392,0.058588144330618284,2.467916558671277,0.0017706009675748646,0.012120336914486263,0.07559762997325697,0.0,
