suite,case_id,tool,num_work_runs,storm_extra_args,property,horizon,constants,N,H,status,probability,elapsed_seconds,elapsed_std,error_message
herman,n3-h100,storm.add,3,-tm --sylvan:threads 1,stable,100,,3,100,ok,1.0,0.0725246329869454,0.014375666470226454,
herman,n5-h100,storm.add,3,-tm --sylvan:threads 1,stable,100,,5,100,ok,1.0,0.3380621753167361,0.0033239011213913095,
