suite,case_id,tool,num_work_runs,storm_extra_args,property,horizon,constants,N,H,status,probability,elapsed_seconds,elapsed_std,error_message
herman,n3-h100,storm.spm,3,-tm --sylvan:threads 1,stable,100,,3,100,ok,1.0,0.057099181304996215,0.007858957151400609,
herman,n5-h100,storm.spm,3,-tm --sylvan:threads 1,stable,100,,5,100,ok,1.0,0.07123152228693168,0.00676391721927725,
