suite,case_id,tool,num_work_runs,property,horizon,constants,Q,N,H,status,probability,elapsed_seconds,elapsed_std,error_message
parqueues,q3-n3-h10,rubicon,3,target,10,"{""N"": 3}",3,3,10,ok,0.783376242691,1.5827763406559825,2.08747659619598,
parqueues,q4-n3-h10,rubicon,3,target,10,"{""N"": 3}",4,3,10,ok,0.0264876275794,0.39202506430835155,0.019801999393750498,
parqueues,q5-n3-h10,rubicon,3,target,10,"{""N"": 3}",5,3,10,ok,0.0324026019816,0.4497594749943043,0.04544526605097799,
parqueues,q6-n3-h10,rubicon,3,target,10,"{""N"": 3}",6,3,10,ok,0.0344414119486,0.6340912156738341,0.05191410557813055,
parqueues,q7-n3-h10,rubicon,3,target,10,"{""N"": 3}",7,3,10,ok,0.0355979742616,1.80507366231177,0.010243157330338431,
parqueues,q8-n3-h10,rubicon,3,target,10,"{""N"": 3}",8,3,10,ok,0.0358475492288,9.194797068329839,0.07889197117765391,
parqueues,q9-n3-h10,rubicon,3,target,10,"{""N"": 3}",9,3,10,ok,0.0372938565593,57.70088086632313,0.10124093973529584,
parqueues,q10-n3-h10,rubicon,3,target,10,"{""N"": 3}",10,3,10,ok,0.0373109389034,454.66528498534655,1.5020230482478405,
parqueues,q11-n3-h10,rubicon,3,target,10,"{""N"": 3}",11,3,10,timeout,,,0.0,Timed out after 1260 seconds
